Feature	{scoringMetric}	P-Value
cat__eResponse_15_ALS-Paramedic	119.45872651276893	8.502608904286527e-28
cat__eResponse_15_ALS-Physician	25.099654848773717	5.450087141379362e-07
cat__eResponse_15_BLS-AEMT	16.278755819851643	5.4699060888912374e-05
cat__eResponse_15_BLS-Basic /EMT	415.27445110125717	3.422330560220236e-92
cat__eResponse_15_BLS-Community Paramedicine	0.48702140152454654	0.4852600281118128
cat__eResponse_15_BLS-First Responder/EMR	15.288734800212618	9.230342129996693e-05
cat__eResponse_15_BLS-Intermediate	2.2584644356256423	0.13288775772044378
cat__eResponse_15_Specialty Critical Care	630.0402807300051	9.15487096103101e-139
cat__eResponse_23_Emergent (Immediate Response)	58.90384503409076	1.665058034921227e-14
cat__eResponse_23_Emergent Downgraded to Non-Emergent	34.312317140937644	4.703226374711998e-09
cat__eResponse_23_Non-Emergent	44.902122978744444	2.0782079200815765e-11
cat__eResponse_23_Non-Emergent Upgraded to Emergent	5.656183971476686	0.01739510379367525
cat__eScene_01_9923001	0.992991291980072	0.31901389264331803
cat__eScene_01_9923003	103.52462646365858	2.61637219129966e-24
cat__eScene_01_Not Applicable	39.914188806942704	2.660679890670299e-10
cat__eScene_01_Not Recorded	136.33706802860803	1.7345039926048435e-31
cat__eScene_06_Multiple	54.63472216664678	1.4585687353045567e-13
cat__eScene_06_Not Applicable	27.359410874368603	1.691538385826554e-07
cat__eScene_06_Not Recorded	2.835734162341342	0.0921906259074551
cat__eScene_06_Single	16.00385401299578	6.324228796110524e-05
cat__eScene_07_9923001	35.78945485007051	2.203028585735903e-09
cat__eScene_07_9923003	0.0040227452338962985	0.9494280682484246
cat__eScene_07_Not Applicable	120.83907140622112	4.24216743293173e-28
cat__eScene_07_Not Recorded	170.89516658274272	4.9413567114014115e-39
cat__eScene_08_Black - Deceased	241.81170672818763	1.7376153134308492e-54
cat__eScene_08_Gray - Expectant	0.15878988346064882	0.6902736296854293
cat__eScene_08_Green - Minimal (Minor)	2.82729747933725	0.09267615811940266
cat__eScene_08_Not Applicable	1648.7321738803994	0.0
cat__eScene_08_Not Recorded	1733.9933221075771	0.0
cat__eScene_08_Red - Immediate	105.99227628790325	7.536867804385327e-25
cat__eScene_08_Yellow - Delayed	0.24713142962957146	0.619102896501307
cat__eSituation_02_9922001	34.98862743097496	3.3231261067616377e-09
cat__eSituation_02_9922003	30.111791161777475	4.084647538230006e-08
cat__eSituation_02_9922005	2.433384384358566	0.11877820666847327
cat__eSituation_02_Not Applicable	19.73294163860419	8.911306708423922e-06
cat__eSituation_02_Not Recorded	1.7212550199545973	0.18953347331324172
cat__eSituation_07_Abdomen	11.234752811712827	0.0008029852226310454
cat__eSituation_07_Back	1.9276126125815085	0.16502182173023328
cat__eSituation_07_Chest	44.725372512741465	2.2744726140705734e-11
cat__eSituation_07_Extremity-Lower	1.5146900267827197	0.2184266455890455
cat__eSituation_07_Extremity-Upper	7.0887261029327036	0.007757818266906669
cat__eSituation_07_General/Global	40.173977080180016	2.329426627863928e-10
cat__eSituation_07_Genitalia	4.4611509059970444	0.034675685199127386
cat__eSituation_07_Head	0.002971805591261775	0.9565255084822377
cat__eSituation_07_Neck	36.71437049302133	1.3707374092365954e-09
cat__eSituation_07_Not Applicable	123.44030825215016	1.1445167393875504e-28
cat__eSituation_07_Not Recorded	34.985437599757546	3.3285733291795257e-09
cat__eSituation_08_Behavioral/Psychiatric	4.8622136692759526	0.02745252072982809
cat__eSituation_08_CNS/Neuro	136.20764659653923	1.8512191866302233e-31
cat__eSituation_08_Cardiovascular	211.45117967361412	7.113791289626909e-48
cat__eSituation_08_Endocrine/Metabolic	69.31995105432755	8.43723799227283e-17
cat__eSituation_08_GI	34.673906327653114	3.906025533473098e-09
cat__eSituation_08_Global/General	54.01258253306009	2.0016057147462374e-13
cat__eSituation_08_Lymphatic/Immune	3.7180761380710288	0.05382813742179208
cat__eSituation_08_Musculoskeletal/Skin	9.740561378332158	0.0018027814960416494
cat__eSituation_08_Not Applicable	68.2722471598375	1.434906323193313e-16
cat__eSituation_08_Not Recorded	278.6192466560539	1.6978212317458538e-62
cat__eSituation_08_Pulmonary	1126.5614979355682	4.085911920782041e-246
cat__eSituation_08_Renal	12.359580327891711	0.00043885150602894203
cat__eSituation_08_Reproductive	0.17445717331359736	0.6761811445302699
cat__eDisposition_17_Emergent (Immediate Response)	51911.098439985275	0.0
cat__eDisposition_17_Emergent Downgraded to Non-Emergent	46.12383341447752	1.1139821334991415e-11
cat__eDisposition_17_Non-Emergent	1259.2328319051355	9.839103588046904e-275
cat__eDisposition_17_Non-Emergent Upgraded to Emergent	210.98344994942522	8.995145158257921e-48
cat__eDisposition_17_Not Applicable	7625.555309148859	0.0
cat__eDisposition_17_Not Recorded	18997.25593325781	0.0
cat__eProtocol_02_3602001.0	0.13237240965587066	0.7159852989628915
cat__eProtocol_02_3602003.0	0.08677999002962387	0.7683117381319731
cat__eProtocol_02_3602005.0	0.11658520901915052	0.732768480802971
cat__eArrest_12_No	0.7425348261437319	0.3888513923200694
cat__eArrest_12_Not Applicable	0.0006629676726853369	0.979458243870568
cat__eArrest_12_Not Recorded	0.017738459117983787	0.894046604239344
cat__eArrest_12_Yes, At Arrival at the ED	0.03507532738170446	0.8514381421853623
cat__eArrest_12_Yes, Prior to Arrival at the ED	4.198773675766074e-06	0.9983650626576596
cat__eArrest_12_Yes, Sustained for 20 consecutive minutes	4.000424434395691	0.04549050774896077
cat__eMedications_06_Centimeters (cm)	1.5447060947290323	0.21392050488071526
cat__eMedications_06_Drops (gtts)	2.9464136762599447	0.08607031180438729
cat__eMedications_06_Grams (gms)	1.3287473977114694	0.24902991476380412
cat__eMedications_06_Inches (in)	1.0236387278534913	0.31165898670790837
cat__eMedications_06_International Units (IU)	0.21834528553288365	0.6403042716721421
cat__eMedications_06_Keep Vein Open (kvo)	2.105500967393611	0.14677224399796931
cat__eMedications_06_Liters (l)	0.06043487136632132	0.8058102419852812
cat__eMedications_06_Liters Per Minute (LPM [gas])	2.294322771109319	0.12984982630756867
cat__eMedications_06_Liters Per Minute (l/min [fluid])	0.7944378070440802	0.3727629450789637
cat__eMedications_06_Metered Dose (MDI)	5.2479934649276405	0.02197339785562667
cat__eMedications_06_Micrograms (mcg)	0.021496492352067933	0.8834346616645288
cat__eMedications_06_Micrograms per Kilogram (mcg/kg)	0.06409145233083335	0.8001426645470683
cat__eMedications_06_Micrograms per Kilogram per Minute (mcg/kg/min)	0.001734426891686328	0.9667805951130157
cat__eMedications_06_Micrograms per Minute (mcg/min)	2.160253545264143	0.1416233016663296
cat__eMedications_06_Milliequivalents (mEq)	0.4859270916439538	0.4857508035586111
cat__eMedications_06_Milligrams (mg)	1.501295335202829	0.22047397858969978
cat__eMedications_06_Milligrams per Kilogram (mg/kg)	2.052285139756212	0.15197990110007586
cat__eMedications_06_Milligrams per Kilogram Per Minute (mg/kg/min)	1.029939601451477	0.3101744004418775
cat__eMedications_06_Milligrams per Minute (mg/min)	0.00022756445568719051	0.9879641955485714
cat__eMedications_06_Milliliters (ml)	3.2043178037827063	0.07344603644676373
cat__eMedications_06_Milliliters per Hour (ml/hr)	0.40845455557385374	0.5227558779123139
cat__eMedications_06_Not Applicable	0.1441323082927958	0.7042075217711558
cat__eMedications_06_Not Recorded	0.3212469162457498	0.570860057070073
cat__eMedications_06_Other	0.10547378676530382	0.7453576372654913
cat__eMedications_06_Puffs	0.0320447105040484	0.8579297920957769
cat__eMedications_06_Units	1.029939601451477	0.3101744004418775
cat__eMedications_06_Units per Hour (units/hr)	2.521770233079564	0.11228646262690892
cat__eMedications_06_Units per Kilogram (units/kg)	0.20472153190839498	0.6509370711064557
cat__eMedications_07_9916001	0.2973767434160012	0.5855324258647454
cat__eMedications_07_9916003	0.268458412190085	0.6043684838932352
cat__eMedications_07_9916005	3.9837569472688186	0.04594269195878281
cat__eMedications_07_Not Applicable	1.8247584426731218	0.17674983383098342
cat__eMedications_07_Not Recorded	1.2974613964943336	0.25467916842226007
cat__eMedications_10_7701001   	3.6193374335680892	0.05711342138304224
cat__eMedications_10_7701003   	0.3568156203057173	0.5502809512341622
cat__eMedications_10_9905001	1.5447060947290323	0.21392050488071526
cat__eMedications_10_9905001   	0.22803176232778544	0.6329877603783364
cat__eMedications_10_9905003   	0.26651423567869403	0.6056804146544115
cat__eMedications_10_9905005   	2.249173484716801	0.1336877776830705
cat__eMedications_10_9905007	0.22279189594359677	0.6369214670568599
cat__eMedications_10_9905007   	2.026303978900298	0.15459813880533804
cat__eMedications_10_9905009	0.03638281689795161	0.8487273462113646
cat__eMedications_10_9905009   	0.012646617838730273	0.91046106013077
cat__eMedications_10_9905011	0.20472153190839498	0.6509370711064557
cat__eMedications_10_9905011   	4.447056954044694	0.03496301093525649
cat__eMedications_10_9905013	0.8832621664825228	0.34731118215379886
cat__eMedications_10_9905013   	0.7130633993070365	0.3984299819358361
cat__eMedications_10_9905015   	0.2143095225336358	0.643411045117454
cat__eMedications_10_9905019   	0.0004845792253759166	0.9824374856084721
cat__eMedications_10_9905021   	0.5858709653024027	0.4440213850620768
cat__eMedications_10_9905023   	0.7365524360994895	0.3907687944126742
cat__eMedications_10_9905025   	1.5619469441505474	0.21138221996895853
cat__eMedications_10_9905027   	1.1357366067252395	0.2865566303665885
cat__eMedications_10_9905029	0.20472153190839498	0.6509370711064557
cat__eMedications_10_9905029   	0.934666521837188	0.33365473345899754
cat__eMedications_10_9905031	1.5447060947290323	0.21392050488071526
cat__eMedications_10_9905031   	1.2734162753115255	0.25912847112092086
cat__eMedications_10_9905033   	0.6141739160771951	0.4332217403594102
cat__eMedications_10_9905035   	0.13554160536393856	0.7127546075582596
cat__eMedications_10_9905039   	0.8240673389158626	0.3639950268929939
cat__eMedications_10_9905041   	0.014726286407889875	0.9034124579993108
cat__eMedications_10_Not Applicable	0.04101701254539739	0.8395053464843233
cat__eMedications_10_Not Recorded	0.0014198029047975318	0.9699426529116896
cat__eMedications_10_Unknown   	1.8536289597374787	0.17336384607499897
cat__eMedications_02_9923001	3.2373467428896476	0.07197901242497017
cat__eMedications_02_9923003	5.327534779388031	0.020992334343347553
cat__eMedications_02_Not Applicable	2.010908058909536	0.1561737805092978
cat__eMedications_02_Not Recorded	0.00032659880962216656	0.985581401682439
cat__eDisposition_20_Closest Facility	0.3777026171809833	0.5388362091371921
cat__eDisposition_20_Diversion	1.296300236980809	0.2548918532702694
cat__eDisposition_20_Family Choice	0.4313151050606489	0.5113453027286798
cat__eDisposition_20_Insurance Status/Requirement	0.020610315285671785	0.8858457959593327
cat__eDisposition_20_Law Enforcement Choice	0.5625157923661351	0.4532494752751345
cat__eDisposition_20_Not Applicable	1.4806753709805625	0.2236706928949776
cat__eDisposition_20_Not Recorded	0.02579595963539942	0.8723998323620894
cat__eDisposition_20_On-Line/On-Scene Medical Direction	0.180863074088065	0.670633151520309
cat__eDisposition_20_Other	0.04377025543231334	0.8342819043809151
cat__eDisposition_20_Patient's Choice	0.21479654868883177	0.6430342506106876
cat__eDisposition_20_Patient's Physician's Choice	0.07952450966251272	0.7779431849396696
cat__eDisposition_20_Protocol	0.410544112858875	0.5216943890656771
cat__eDisposition_20_Regional Specialty Center	0.8658436159880002	0.3521099620329434
cat__eDisposition_24_No	19.07834798111481	1.2553953346508307e-05
cat__eDisposition_24_Not Applicable	22.331638394781415	2.2959197700808457e-06
cat__eDisposition_24_Not Recorded	1.0172693018447627	0.31316915230607617
cat__eDisposition_24_Yes-Adult Trauma	5.124911394074754	0.023586118114723848
cat__eDisposition_24_Yes-Cardiac Arrest	0.32674836252249684	0.5675808815369444
cat__eDisposition_24_Yes-Obstetrics	1.7036431947972572	0.19181410656627254
cat__eDisposition_24_Yes-Other	0.6151574091480838	0.43285370654987776
cat__eDisposition_24_Yes-Pediatric Trauma	1.5907563171259764	0.20721996360672962
cat__eDisposition_24_Yes-STEMI	1.0815762357564416	0.29834679243303536
cat__eDisposition_24_Yes-Stroke	0.020610315285671785	0.8858457959593327
cat__eDisposition_24_Yes-Trauma (General)	1.3395684657214435	0.2471118256387192
cat__eOther_05_9923001.0	0.641814886770672	0.42305556239512077
cat__eOther_05_9923003.0	0.6418148881028805	0.42305556191113014
cat__eResponse_10_Awaiting Air Unit	0.37860642975098024	0.5383508786383072
cat__eResponse_10_Awaiting Ground Unit	0.0060878278879415255	0.9378086356844882
cat__eResponse_10_Crowd	0.3649606889850815	0.5457648837292359
cat__eResponse_10_Directions/Unable to Locate	2.82729747933725	0.09267615811940266
cat__eResponse_10_Distance	2.2714685038786437	0.13177697577696917
cat__eResponse_10_Extrication	0.1151840236379868	0.7343181180968938
cat__eResponse_10_HazMat	1.131231340558049	0.2875144616627996
cat__eResponse_10_Language Barrier	0.23823448023482605	0.6254848581826096
cat__eResponse_10_Mechanical Issue-Unit, Equipment, etc.	0.47260488726169503	0.4917922373962139
cat__eResponse_10_None/No Delay	5.92033505165039	0.014968208128553144
cat__eResponse_10_Not Applicable	4.8499230855387845	0.027648797174100022
cat__eResponse_10_Not Recorded	3.1231999857835153	0.07718699126155064
cat__eResponse_10_Other	3.3926735054008907	0.06548854890074556
cat__eResponse_10_Patient Access	1.093562680765849	0.29568477198867454
cat__eResponse_10_Safety-Crew/Staging	0.8274875331766527	0.3630014234026667
cat__eResponse_10_Safety-Patient	3.3590626417181193	0.06683797325244646
cat__eResponse_10_Staff Delay	0.006861658250449883	0.933982742321337
cat__eResponse_10_Traffic	2.6018783199504864e-05	0.9959301244318844
cat__eResponse_10_Triage/Multiple Patients	1.4975318912136268	0.2210533276378796
cat__eResponse_10_Vehicle Crash Involving this Unit	0.4094461705772199	0.5222516645058966
cat__eResponse_10_Vehicle Failure of this Unit	1.433115967803092	0.23125837068897076
cat__eResponse_10_Weather	0.006358137985124078	0.9364457896116245
cat__eDisposition_18_Initial Lights and Sirens, Downgraded to No Lights or Sirens	0.15561261642198046	0.6932289547366932
cat__eDisposition_18_Initial No Lights or Sirens, Upgraded to Lights and Sirens	1.9084600014537547	0.16713636854542344
cat__eDisposition_18_Intersection Navigation-Against Normal Light Patterns	0.29935677128320803	0.584286717638847
cat__eDisposition_18_Intersection Navigation-With Automated Light Changing Technology	0.7480356895153075	0.3871001633110125
cat__eDisposition_18_Intersection Navigation-With Normal Light Patterns	0.003314991521458606	0.9540864691811802
cat__eDisposition_18_Lights and No Sirens	0.13273162874426553	0.7156169221809126
cat__eDisposition_18_Lights and Sirens	5.4688579071756305	0.019359506090730887
cat__eDisposition_18_No Lights or Sirens	0.0005650456039989596	0.9810355511690855
cat__eDisposition_18_Not Applicable	4.678571649828844	0.030542620032658622
cat__eDisposition_18_Not Recorded	0.0694415525759264	0.7921519623750597
cat__eDisposition_18_Speed-Enhanced per Local Policy	3.0407082950415782	0.08120241542056371
cat__eDisposition_18_Speed-Normal Traffic	3.0386890495535686	0.0813034856492751
cat__eResponse_08_Caller (Uncooperative)	0.19525539865743016	0.6585787222105768
cat__eResponse_08_Diversion/Failure (of previous unit)	0.0922885105195983	0.761288100243237
cat__eResponse_08_High Call Volume	1.0080608623627005	0.3153693750760334
cat__eResponse_08_Language Barrier	0.011015665721279249	0.9164112190292638
cat__eResponse_08_Location (Inability to Obtain)	0.38622190322171857	0.5342929377330825
cat__eResponse_08_No EMS Vehicles (Units) Available	0.3678900673268082	0.5441574816482195
cat__eResponse_08_None/No Delay	2.4898697508446825	0.11458319896879234
cat__eResponse_08_Not Applicable	0.019857946798894445	0.8879347212425744
cat__eResponse_08_Not Recorded	2.281145555813065	0.1309571063070411
cat__eResponse_08_Other	0.03370804490285766	0.854329452761572
cat__eResponse_08_Technical Failure (Computer, Phone etc.)	0.2105930415067022	0.6463036089907375
cat__ePatient_14_2514001.0	1.6445727618474326	0.1997010921156294
cat__ePatient_14_2514003.0	0.02226058822877507	0.8813961464121599
cat__ePatient_14_2514005.0	1.625179461236873	0.20237296095237162
cat__ePatient_14_2514007.0	0.0004896634996544194	0.9823456064311502
cat__ePatient_14_2514009.0	0.043743203540435274	0.834332380149307
cat__ePatient_14_2514011.0	0.6898860942228533	0.4062043759556879
cat__eResponse_12_Clean-up	0.3471673325993048	0.5557218693599179
cat__eResponse_12_Decontamination	0.04059341214277827	0.8403250346117503
cat__eResponse_12_Distance	2.289042504779861	0.13029226813495154
cat__eResponse_12_Documentation	1.6874702904739836	0.19393666291534004
cat__eResponse_12_ED Overcrowding / Transfer of Care	7.757976108280761	0.005348218556838515
cat__eResponse_12_EMS Crew Accompanies Patient for Facility Procedure	0.10973840990913865	0.7404425863334727
cat__eResponse_12_Equipment Failure	0.1028835547022734	0.7483967401855525
cat__eResponse_12_Equipment/Supply Replenishment	1.562265912066956	0.21133559768948187
cat__eResponse_12_None/No Delay	0.6991780796360079	0.4030612676754971
