Penalty Weight | Train Score | Test Score | Features with Non-Zero Coefficients
0.005000000000000003 | 0.3196048444536036 | 0.32442748110349473 | ['cat__eDispatch_02_Yes, With Pre-Arrival Instructions', 'cat__eArrest_01_Yes, After EMS Arrival', 'cat__eArrest_02_Drug Overdose', 'cat__eArrest_02_Respiratory/Asphyxia', 'cat__eArrest_02_Trauma', 'cat__eArrest_05_9923003', 'cat__eArrest_11_3011001   ', 'cat__eArrest_11_3011011   ', 'cat__eArrest_11_7701003   ', 'cat__eDisposition_16_Ground-Ambulance', 'cat__eOutcome_02_Not Recorded', 'cat__ePatient_13_Male', 'cat__eScene_08_Not Applicable', 'cat__eScene_08_Not Recorded', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eDisposition_17_Not Applicable', 'cat__eDisposition_17_Not Recorded', 'num__EMSDispatchCenterTimeSec', 'num__EMSSceneResponseTimeMin', 'num__EMSSceneTimeMin', 'num__EMSTransportTimeMin', 'num__EMSTotalCallTimeMin', 'num__ePatient_15']
0.005100000000000003 | 0.3186895911615022 | 0.32354222119242537 | ['cat__eDispatch_02_Yes, With Pre-Arrival Instructions', 'cat__eArrest_01_Yes, After EMS Arrival', 'cat__eArrest_02_Drug Overdose', 'cat__eArrest_02_Respiratory/Asphyxia', 'cat__eArrest_02_Trauma', 'cat__eArrest_05_9923003', 'cat__eArrest_11_3011001   ', 'cat__eArrest_11_3011011   ', 'cat__eArrest_11_7701003   ', 'cat__eDisposition_16_Ground-Ambulance', 'cat__eOutcome_02_Not Recorded', 'cat__ePatient_13_Male', 'cat__eScene_08_Not Applicable', 'cat__eScene_08_Not Recorded', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eDisposition_17_Not Applicable', 'cat__eDisposition_17_Not Recorded', 'num__EMSDispatchCenterTimeSec', 'num__EMSSceneResponseTimeMin', 'num__EMSSceneTimeMin', 'num__EMSTransportTimeMin', 'num__EMSTotalCallTimeMin', 'num__ePatient_15']
0.005200000000000003 | 0.3177561752192595 | 0.3226385616599914 | ['cat__eDispatch_02_Yes, With Pre-Arrival Instructions', 'cat__eArrest_01_Yes, After EMS Arrival', 'cat__eArrest_02_Drug Overdose', 'cat__eArrest_02_Respiratory/Asphyxia', 'cat__eArrest_02_Trauma', 'cat__eArrest_05_9923003', 'cat__eArrest_11_3011001   ', 'cat__eArrest_11_3011011   ', 'cat__eArrest_11_7701003   ', 'cat__eDisposition_16_Ground-Ambulance', 'cat__eOutcome_02_Not Recorded', 'cat__ePatient_13_Male', 'cat__eScene_08_Not Applicable', 'cat__eScene_08_Not Recorded', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eDisposition_17_Not Applicable', 'cat__eDisposition_17_Not Recorded', 'num__EMSDispatchCenterTimeSec', 'num__EMSSceneResponseTimeMin', 'num__EMSSceneTimeMin', 'num__EMSTransportTimeMin', 'num__EMSTotalCallTimeMin', 'num__ePatient_15']
0.0053000000000000035 | 0.31680460171951474 | 0.3217165062045363 | ['cat__eDispatch_02_Yes, With Pre-Arrival Instructions', 'cat__eArrest_01_Yes, After EMS Arrival', 'cat__eArrest_02_Drug Overdose', 'cat__eArrest_02_Respiratory/Asphyxia', 'cat__eArrest_02_Trauma', 'cat__eArrest_05_9923003', 'cat__eArrest_11_3011001   ', 'cat__eArrest_11_3011011   ', 'cat__eArrest_11_7701003   ', 'cat__eDisposition_16_Ground-Ambulance', 'cat__eOutcome_02_Not Recorded', 'cat__ePatient_13_Male', 'cat__eScene_08_Not Applicable', 'cat__eScene_08_Not Recorded', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eDisposition_17_Not Applicable', 'cat__eDisposition_17_Not Recorded', 'num__EMSDispatchCenterTimeSec', 'num__EMSSceneResponseTimeMin', 'num__EMSSceneTimeMin', 'num__EMSTransportTimeMin', 'num__EMSTotalCallTimeMin', 'num__ePatient_15']
0.005400000000000004 | 0.31583487231499985 | 0.3207760557932188 | ['cat__eDispatch_02_Yes, With Pre-Arrival Instructions', 'cat__eArrest_01_Yes, After EMS Arrival', 'cat__eArrest_02_Drug Overdose', 'cat__eArrest_02_Respiratory/Asphyxia', 'cat__eArrest_02_Trauma', 'cat__eArrest_05_9923003', 'cat__eArrest_11_3011001   ', 'cat__eArrest_11_3011011   ', 'cat__eArrest_11_7701003   ', 'cat__eDisposition_16_Ground-Ambulance', 'cat__eOutcome_02_Not Recorded', 'cat__ePatient_13_Male', 'cat__eScene_08_Not Applicable', 'cat__eScene_08_Not Recorded', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eDisposition_17_Not Applicable', 'cat__eDisposition_17_Not Recorded', 'num__EMSDispatchCenterTimeSec', 'num__EMSSceneResponseTimeMin', 'num__EMSSceneTimeMin', 'num__EMSTransportTimeMin', 'num__EMSTotalCallTimeMin', 'num__ePatient_15']
0.005500000000000004 | 0.3148513089927947 | 0.3198208184300759 | ['cat__eDispatch_02_Yes, With Pre-Arrival Instructions', 'cat__eArrest_01_Yes, After EMS Arrival', 'cat__eArrest_02_Drug Overdose', 'cat__eArrest_02_Respiratory/Asphyxia', 'cat__eArrest_02_Trauma', 'cat__eArrest_05_9923003', 'cat__eArrest_11_3011001   ', 'cat__eArrest_11_3011011   ', 'cat__eArrest_11_7701003   ', 'cat__eDisposition_16_Ground-Ambulance', 'cat__eOutcome_02_Not Recorded', 'cat__ePatient_13_Male', 'cat__eScene_08_Not Applicable', 'cat__eScene_08_Not Recorded', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eDisposition_17_Not Applicable', 'cat__eDisposition_17_Not Recorded', 'num__EMSSceneResponseTimeMin', 'num__EMSSceneTimeMin', 'num__EMSTransportTimeMin', 'num__EMSTotalCallTimeMin', 'num__ePatient_15']
0.005600000000000004 | 0.313852477613878 | 0.31884960839402465 | ['cat__eDispatch_02_Yes, With Pre-Arrival Instructions', 'cat__eArrest_01_Yes, After EMS Arrival', 'cat__eArrest_02_Drug Overdose', 'cat__eArrest_02_Respiratory/Asphyxia', 'cat__eArrest_02_Trauma', 'cat__eArrest_05_9923003', 'cat__eArrest_11_3011001   ', 'cat__eArrest_11_3011011   ', 'cat__eArrest_11_7701003   ', 'cat__eDisposition_16_Ground-Ambulance', 'cat__eOutcome_02_Not Recorded', 'cat__ePatient_13_Male', 'cat__eScene_08_Not Applicable', 'cat__eScene_08_Not Recorded', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eDisposition_17_Not Applicable', 'cat__eDisposition_17_Not Recorded', 'num__EMSSceneResponseTimeMin', 'num__EMSSceneTimeMin', 'num__EMSTransportTimeMin', 'num__EMSTotalCallTimeMin', 'num__ePatient_15']
0.0057000000000000045 | 0.3128436776179345 | 0.3178677002613838 | ['cat__eDispatch_02_Yes, With Pre-Arrival Instructions', 'cat__eArrest_02_Drug Overdose', 'cat__eArrest_02_Respiratory/Asphyxia', 'cat__eArrest_02_Trauma', 'cat__eArrest_05_9923003', 'cat__eArrest_11_3011001   ', 'cat__eArrest_11_3011011   ', 'cat__eArrest_11_7701003   ', 'cat__eDisposition_16_Ground-Ambulance', 'cat__eOutcome_02_Not Recorded', 'cat__ePatient_13_Male', 'cat__eScene_08_Not Applicable', 'cat__eScene_08_Not Recorded', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eDisposition_17_Not Applicable', 'cat__eDisposition_17_Not Recorded', 'num__EMSSceneResponseTimeMin', 'num__EMSSceneTimeMin', 'num__EMSTransportTimeMin', 'num__EMSTotalCallTimeMin', 'num__ePatient_15']
0.005800000000000005 | 0.3119473335937668 | 0.3169799219752848 | ['cat__eDispatch_02_Yes, With Pre-Arrival Instructions', 'cat__eArrest_02_Drug Overdose', 'cat__eArrest_02_Respiratory/Asphyxia', 'cat__eArrest_02_Trauma', 'cat__eArrest_05_9923003', 'cat__eArrest_11_3011001   ', 'cat__eArrest_11_3011011   ', 'cat__eDisposition_16_Ground-Ambulance', 'cat__eOutcome_02_Not Recorded', 'cat__ePatient_13_Male', 'cat__eScene_08_Not Applicable', 'cat__eScene_08_Not Recorded', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eDisposition_17_Not Applicable', 'cat__eDisposition_17_Not Recorded', 'num__EMSSceneResponseTimeMin', 'num__EMSSceneTimeMin', 'num__EMSTransportTimeMin', 'num__EMSTotalCallTimeMin', 'num__ePatient_15']
0.005900000000000005 | 0.3111124298557266 | 0.3161547319900916 | ['cat__eDispatch_02_Yes, With Pre-Arrival Instructions', 'cat__eArrest_02_Drug Overdose', 'cat__eArrest_02_Respiratory/Asphyxia', 'cat__eArrest_02_Trauma', 'cat__eArrest_05_9923003', 'cat__eArrest_11_3011001   ', 'cat__eArrest_11_3011011   ', 'cat__eDisposition_16_Ground-Ambulance', 'cat__eScene_08_Not Applicable', 'cat__eScene_08_Not Recorded', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eDisposition_17_Not Applicable', 'cat__eDisposition_17_Not Recorded', 'num__EMSSceneResponseTimeMin', 'num__EMSSceneTimeMin', 'num__EMSTransportTimeMin', 'num__EMSTotalCallTimeMin', 'num__ePatient_15']
